ScoreId,GameId,PlayerId,Rank,RawScore,Score,
952,219,55,3,0,-6,
953,219,23,4,0,-27,
954,220,39,1,0,39,
955,220,9,2,0,9,
956,220,83,3,0,-18,
957,220,90,4,0,-30,
958,221,45,1,0,45,
959,221,42,2,0,8,
960,221,98,3,0,-21,
961,221,12,4,0,-32,
962,222,23,1,0,38,
963,222,6,2,0,26,
964,222,47,3,0,-12,
965,222,55,4,0,-52,
966,223,23,1,0,30,
967,223,55,2,0,19,
968,223,90,3,0,6,
969,223,84,4,0,-5,
970,223,98,5,0,-50,
971,224,9,1,0,49,
972,224,39,2,0,2,
973,224,6,3,0,-19,
974,224,52,4,0,-32,
975,225,42,1,0,47,
976,225,61,2,0,20,
977,225,71,3,0,0,
978,225,4,4,0,-22,
979,225,45,5,0,-45,
980,226,13,1,0,40,
981,226,47,2,0,9,
982,226,12,3,0,-8,
983,226,71,4,0,-41,
984,227,84,1,0,28,
985,227,55,2,0,11,
986,227,39,3,0,-14,
987,227,4,4,0,-25,
988,228,83,1,0,30,
989,228,45,2,0,16,
990,228,48,3,0,5,
991,228,23,4,0,-17,
992,228,9,5,0,-34,
993,229,71,1,0,32,
994,229,12,2,0,13,
995,229,13,3,0,-7,
996,229,47,4,0,-38,
997,230,61,1,0,41,
998,230,98,2,0,25,
999,230,52,3,0,-28,
1000,230,31,4,0,-38,
1001,231,9,1,0,53,
1002,231,45,2,0,11,
1003,231,98,3,0,-8,
1004,231,55,4,0,-19,
1005,231,47,5,0,-37,
1006,232,6,1,0,33,
1007,232,83,2,0,16,
1008,232,90,3,0,5,
1009,232,84,4,0,-6,
1010,232,13,5,0,-48,
1011,233,52,1,0,29,
1012,233,23,2,0,10,
1013,233,39,3,0,-3,
1014,233,71,4,0,-36,
1015,234,4,1,0,35,
1016,234,61,2,0,18,
1017,234,12,3,0,-7,
1018,234,42,4,0,-46,
1019,235,52,1,0,37,
1020,235,55,2,0,26,
1021,235,4,3,0,2,
1022,235,98,4,0,-26,
1023,235,84,5,0,-39,
1024,236,90,1,0,25,
1025,236,39,2,0,8,
1026,236,61,3,0,-8,
1027,236,45,4,0,-25,
1028,237,9,1,0,28,
1029,237,23,2,0,12,
1030,237,66,3,0,2,
1031,237,42,4,0,-8,
1032,237,48,5,0,-34,
1033,238,4,1,0,41,
1034,238,47,2,0,24,
1035,238,45,3,0,2,
1036,238,90,4,0,-28,
1037,238,61,5,0,-39,
1038,239,71,1,0,22,
1039,239,98,2,0,11,
1040,239,55,3,0,-11,
1041,239,84,4,0,-22,
1042,240,39,1,0,38,
1043,240,52,2,0,22,
1044,240,9,3,0,-6,
1045,240,42,4,0,-21,
1046,240,23,5,0,-33,
1047,241,52,1,0,30,
1048,241,55,2,0,14,
1049,241,4,3,0,-1,
1050,241,32,4,0,-15,
1051,241,90,5,0,-28,
1052,242,98,1,0,48,
1053,242,84,2,0,17,
1054,242,12,3,0,-9,
1055,242,23,4,0,-22,
1056,242,66,5,0,-34,
1057,243,21,1,0,30,
1058,243,9,2,0,18,
1059,243,39,3,0,-11,
1060,243,42,4,0,-37,
1061,244,61,1,0,32,
1062,244,98,2,0,21,
1063,244,84,3,0,2,
1064,244,23,4,0,-13,
1065,244,21,5,0,-42,
1066,245,52,1,0,28,
1067,245,13,2,0,16,
1068,245,71,3,0,2,
1069,245,9,4,0,-9,
1070,245,39,5,0,-37,
1071,246,45,1,0,46,
1072,246,4,2,0,24,
1073,246,42,3,0,-2,
1074,246,70,4,0,-23,
1075,246,6,5,0,-45,
1076,247,32,1,0,39,
1077,247,45,2,0,8,
1078,247,42,3,0,-10,
1079,247,6,4,0,-37,
1080,248,4,1,0,31,
1081,248,52,2,0,20,
1082,248,55,3,0,-16,
1083,248,61,4,0,-35,
1084,249,84,1,0,41,
1085,249,98,2,0,27,
1086,249,23,3,0,-6,
1087,249,71,4,0,-20,
1088,249,9,5,0,-42,
1089,250,98,1,0,27,
1090,250,71,2,0,13,
1091,250,84,3,0,1,
1092,250,4,4,0,-15,
1093,250,23,5,0,-26,
1094,251,9,1,0,31,
1095,251,66,2,0,13,
1096,251,55,3,0,-1,
1097,251,45,4,0,-15,
1098,251,42,5,0,-28,
1099,252,61,1,0,58,
1100,252,52,2,0,15,
1101,252,48,3,0,-2,
1102,252,39,4,0,-21,
1103,252,33,5,0,-50,
1104,253,45,1,0,55,
1105,253,4,2,0,13,
1106,253,98,3,0,3,
1107,253,84,4,0,-24,
1108,253,9,5,0,-47,
1109,254,55,1,0,46,
1110,254,23,2,0,34,
1111,254,52,3,0,-11,
1112,254,42,4,0,-25,
1113,254,71,5,0,-44,
1114,255,6,1,0,44,
1115,255,39,2,0,17,
1116,255,33,3,0,4,
1117,255,61,4,0,-18,
1118,255,90,5,0,-47,
1119,256,98,1,0,36,
1120,256,71,2,0,8,
1121,256,12,3,0,-15,
1122,256,55,4,0,-29,
1123,257,4,1,0,41,
1124,257,52,2,0,9,
1125,257,83,3,0,-16,
1126,257,9,4,0,-34,
1127,258,45,1,0,24,
1128,258,39,2,0,10,
1129,258,4,3,0,-1,
1130,258,33,4,0,-33,
1131,259,55,1,0,33,
1132,259,66,2,0,23,
1133,259,38,3,0,-21,
1134,259,70,4,0,-35,
1135,260,52,1,0,21,
1136,260,98,2,0,9,
1137,260,41,3,0,-9,
1138,260,42,4,0,-21,
1139,261,9,1,0,52,
1140,261,33,2,0,3,
1141,261,39,3,0,-15,
1142,261,23,4,0,-40,
1143,262,84,1,0,19,
1144,262,61,2,0,9,
1145,262,4,3,0,-2,
1146,262,13,4,0,-26,
1147,263,9,1,0,36,
1148,263,61,2,0,2,
1149,263,98,3,0,-11,
1150,263,52,4,0,-27,
1151,264,83,1,0,23,
1152,264,70,2,0,11,
1153,264,4,3,0,0,
1154,264,55,4,0,-34,
1155,265,55,1,0,28,
1156,265,38,2,0,17,
1157,265,4,3,0,-1,
1158,265,98,4,0,-44,
1159,266,6,1,0,61,
1160,266,83,2,0,8,
1161,266,33,3,0,-20,
1162,266,42,4,0,-49,
1163,267,13,1,0,27,
1164,267,84,2,0,7,
1165,267,70,3,0,-6,
1166,267,52,4,0,-28,
1167,268,66,1,0,55,
1168,268,42,2,0,27,
1169,268,23,3,0,-10,
1170,268,38,4,0,-23,
1171,268,13,5,0,-49,
1172,269,61,1,0,40,
1173,269,4,2,0,13,
1174,269,84,3,0,-1,
1175,269,33,4,0,-20,
1176,269,47,5,0,-32,
1177,270,98,1,0,39,
1178,270,55,2,0,20,
1179,270,52,3,0,-5,
1180,270,39,4,0,-16,
1181,270,71,5,0,-38,
1182,271,42,1,0,37,
1183,271,70,2,0,12,
1184,271,23,3,0,1,
1185,271,9,4,0,-15,
1186,271,4,5,0,-35,
1187,272,84,1,0,32,
1188,272,61,2,0,12,
1189,272,33,3,0,0,
1190,272,52,4,0,-15,
1191,272,45,5,0,-29,
1192,273,71,1,0,23,
1193,273,55,2,0,8,
1194,273,6,3,0,-9,
1195,273,98,4,0,-22,
1196,274,33,1,0,36,
1197,274,23,2,0,13,
1198,274,70,3,0,-3,
1199,274,12,4,0,-46,
1200,275,55,1,0,23,
1201,275,31,2,0,11,
1202,275,52,3,0,-5,
1203,275,21,4,0,-29,
1204,276,42,1,0,43,
1205,276,4,2,0,16,
1206,276,31,3,0,-19,
1207,276,61,4,0,-40,
1208,277,98,1,0,61,
1209,277,71,2,0,7,
1210,277,90,3,0,0,
1211,277,52,4,0,-22,
1212,277,9,5,0,-46,
1213,278,83,1,0,39,
1214,278,55,2,0,13,
1215,278,39,3,0,-14,
1216,278,21,4,0,-38,
1217,279,6,1,0,36,
1218,279,55,2,0,6,
1219,279,52,3,0,-8,
1220,279,71,4,0,-34,
1221,280,66,1,0,52,
1222,280,61,2,0,11,
1223,280,42,3,0,-6,
1224,280,4,4,0,-16,
1225,280,45,5,0,-41,
1226,281,70,1,0,39,
1227,281,84,2,0,6,
1228,281,33,3,0,-17,
1229,281,9,4,0,-28,
1230,282,83,1,0,25,
1231,282,23,2,0,11,
1232,282,47,3,0,-5,
1233,282,98,4,0,-31,
1234,283,47,1,0,30,
1235,283,61,2,0,12,
1236,283,23,3,0,-10,
1237,283,84,4,0,-32,
1238,284,42,1,0,31,
1239,284,55,2,0,16,
1240,284,52,3,0,-13,
1241,284,45,4,0,-34,
1242,285,90,1,0,42,
1243,285,4,2,0,21,
1244,285,9,3,0,-22,
1245,285,70,4,0,-41,
1246,286,71,1,0,27,
1247,286,12,2,0,15,
1248,286,39,3,0,-3,
1249,286,33,4,0,-13,
1250,286,98,5,0,-26,
1251,287,83,1,0,25,
1252,287,47,2,0,16,
1253,287,70,3,0,5,
1254,287,52,4,0,-11,
1255,287,33,5,0,-35,
1256,288,90,1,0,26,
1257,288,98,2,0,12,
1258,288,84,3,0,-9,
1259,288,39,4,0,-29,
1260,289,84,1,0,35,
1261,289,21,2,0,6,
1262,289,11,3,0,-12,
1263,289,23,4,0,-29,
1264,290,4,1,0,24,
1265,290,71,2,0,5,
1266,290,83,3,0,-7,
1267,290,66,4,0,-22,
1268,291,61,1,0,30,
1269,291,42,2,0,17,
1270,291,47,3,0,-6,
1271,291,9,4,0,-41,
1272,292,52,1,0,52,
1273,292,70,2,0,13,
1274,292,98,3,0,-19,
1275,292,33,4,0,-46,
1276,293,66,1,0,45,
1277,293,84,2,0,5,
1278,293,52,3,0,-17,
1279,293,4,4,0,-33,
1280,294,42,1,0,35,
1281,294,55,2,0,7,
1282,294,23,3,0,-7,
1283,294,33,4,0,-35,
1284,295,61,1,0,30,
1285,295,9,2,0,5,
1286,295,70,3,0,-8,
1287,295,27,4,0,-27,
1288,296,98,1,0,37,
1289,296,23,2,0,19,
1290,296,61,3,0,-15,
1291,296,33,4,0,-41,
1292,297,71,1,0,33,
1293,297,52,2,0,21,
1294,297,6,3,0,-9,
1295,297,84,4,0,-45,
1296,298,52,1,0,29,
1297,298,12,2,0,8,
1298,298,47,3,0,-8,
1299,298,4,4,0,-29,
1300,299,23,1,0,37,
1301,299,9,2,0,21,
1302,299,14,3,0,7,
1303,299,42,4,0,-19,
1304,299,11,5,0,-46,
1305,300,84,1,0,38,
1306,300,27,2,0,20,
1307,300,71,3,0,4,
1308,300,55,4,0,-16,
1309,300,83,5,0,-46,
1310,301,39,1,0,20,
1311,301,33,2,0,9,
1312,301,61,3,0,-6,
1313,301,98,4,0,-23,
1314,302,45,1,0,41,
1315,302,55,2,0,18,
1316,302,42,3,0,-5,
1317,302,84,4,0,-22,
1318,302,70,5,0,-32,
1319,303,39,1,0,31,
1320,303,52,2,0,20,
1321,303,98,3,0,2,
1322,303,61,4,0,-8,
1323,303,33,5,0,-45,
1324,304,9,1,0,43,
1325,304,47,2,0,7,
1326,304,23,3,0,-9,
1327,304,12,4,0,-41,
1328,305,4,1,0,73,
1329,305,98,2,0,7,
1330,305,95,3,0,-12,
1331,305,31,4,0,-68,
1332,306,9,1,0,28,
1333,306,55,2,0,5,
1334,306,90,3,0,-11,
1335,306,23,4,0,-22,
1336,307,84,1,0,30,
1337,307,71,2,0,8,
1338,307,42,3,0,-14,
1339,307,70,4,0,-24,
1340,308,39,1,0,23,
1341,308,41,2,0,6,
1342,308,52,3,0,-9,
1343,308,33,4,0,-20,
1344,309,52,1,0,42,
1345,309,14,2,0,1,
1346,309,55,3,0,-13,
1347,309,71,4,0,-30,
1348,310,61,1,0,26,
1349,310,9,2,0,15,
1350,310,98,3,0,-7,
1351,310,33,4,0,-34,
1352,311,70,1,0,26,
1353,311,83,2,0,15,
1354,311,11,3,0,-12,
1355,311,12,4,0,-29,
1356,312,39,1,0,31,
1357,312,6,2,0,3,
1358,312,42,3,0,-12,
1359,312,45,4,0,-22,
1360,313,13,1,0,35,
1361,313,98,2,0,13,
1362,313,9,3,0,-1,
1363,313,11,4,0,-15,
1364,313,12,5,0,-32,
1365,314,61,1,0,38,
1366,314,27,2,0,17,
1367,314,70,3,0,-4,
1368,314,38,4,0,-19,
1369,314,71,5,0,-32,
1370,315,55,1,0,30,
1371,315,84,2,0,14,
1372,315,83,3,0,2,
1373,315,52,4,0,-10,
1374,315,4,5,0,-36,
1375,316,38,1,0,35,
1376,316,70,2,0,18,
1377,316,42,3,0,6,
1378,316,9,4,0,-17,
1379,316,41,5,0,-42,
1380,317,45,1,0,38,
1381,317,4,2,0,11,
1382,317,61,3,0,-1,
1383,317,52,4,0,-18,
1384,317,71,5,0,-30,
1385,318,23,1,0,33,
1386,318,98,2,0,21,
1387,318,13,3,0,5,
1388,318,33,4,0,-24,
1389,318,12,5,0,-35,
1390,319,84,1,0,50,
1391,319,71,2,0,10,
1392,319,9,3,0,-2,
1393,319,70,4,0,-24,
1394,319,61,5,0,-34,
1395,320,12,1,0,34,
1396,320,83,2,0,18,
1397,320,52,3,0,-4,
1398,320,4,4,0,-18,
1399,320,45,5,0,-30,
1400,321,98,1,0,25,
1401,321,39,2,0,8,
1402,321,55,3,0,-9,
1403,321,33,4,0,-24,
1404,322,76,1,0,33,
1405,322,61,2,0,14,
1406,322,23,3,0,3,
1407,322,56,4,0,-8,
1408,322,52,5,0,-42,
1409,323,42,1,0,24,
1410,323,11,2,0,15,
1411,323,4,3,0,0,
1412,323,21,4,0,-39,
1413,324,29,1,0,26,
1414,324,33,2,0,11,
1415,324,26,3,0,-10,
1416,324,66,4,0,-27,
1417,325,84,1,0,31,
1418,325,55,2,0,20,
1419,325,9,3,0,-8,
1420,325,70,4,0,-43,
1421,326,6,1,0,42,
1422,326,81,2,0,16,
1423,326,46,3,0,-13,
1424,326,9,4,0,-45,
1425,327,4,1,0,27,
1426,327,53,2,0,9,
1427,327,56,3,0,-3,
1428,327,21,4,0,-33,
1429,328,98,1,0,34,
1430,328,70,2,0,15,
1431,328,11,3,0,-4,
1432,328,33,4,0,-45,
1433,329,83,1,0,30,
1434,329,23,2,0,14,
1435,329,26,3,0,4,
1436,329,27,4,0,-12,
1437,329,29,5,0,-36,
1438,330,84,1,0,20,
1439,330,55,2,0,8,
1440,330,76,3,0,-4,
1441,330,61,4,0,-24,
1442,331,53,1,0,53,
1443,331,98,2,0,13,
1444,331,9,3,0,-3,
1445,331,27,4,0,-21,
1446,331,11,5,0,-42,
1447,332,45,1,0,43,
1448,332,23,2,0,2,
1449,332,21,3,0,-12,
1450,332,66,4,0,-33,
1451,333,70,1,41900,32,
1452,333,84,2,28200,8,
1453,333,61,3,24200,-6,
1454,333,46,4,5700,-34,
1455,334,29,1,0,34,
1456,334,90,2,0,3,
1457,334,4,3,0,-7,
1458,334,56,4,0,-30,
1459,335,76,1,0,41,
1460,335,42,2,0,11,
1461,335,33,3,0,-9,
1462,335,83,4,0,-43,
1463,336,98,1,0,31,
1464,336,29,2,0,12,
1465,336,70,3,0,-13,
1466,336,26,4,0,-30,
1467,337,21,1,0,38,
1468,337,61,2,0,9,
1469,337,84,3,0,-16,
1470,337,56,4,0,-31,
1471,338,2,1,0,32,
1472,338,91,2,0,16,
1473,338,50,3,0,-7,
1474,338,9,4,0,-41,
1475,339,53,1,0,21,
1476,339,76,2,0,8,
1477,339,11,3,0,-4,
1478,339,12,4,0,-25,
1479,340,4,1,0,42,
1480,340,93,2,0,8,
1481,340,5,3,0,-9,
1482,340,27,4,0,-41,
1483,341,41,1,0,28,
1484,341,42,2,0,11,
1485,341,23,3,0,-13,
1486,341,55,4,0,-26,
1487,342,55,1,0,25,
1488,342,41,2,0,6,
1489,342,42,3,0,-4,
1490,342,23,4,0,-27,
1491,343,86,1,0,24,
1492,343,4,2,0,13,
1493,343,29,3,0,-12,
1494,343,53,4,0,-25,
1495,344,83,1,0,31,
1496,344,61,2,0,10,
1497,344,76,3,0,-7,
1498,344,23,4,0,-34,
1499,345,9,1,0,24,
1500,345,21,2,0,4,
1501,345,56,3,0,-8,
1502,345,93,4,0,-20,
1503,346,98,1,0,32,
1504,346,90,2,0,17,
1505,346,45,3,0,-12,
1506,346,91,4,0,-37,
1507,347,70,1,0,42,
1508,347,33,2,0,14,
1509,347,81,3,0,-10,
1510,347,46,4,0,-46,
1511,348,39,1,0,32,
1512,348,11,2,0,11,
1513,348,27,3,0,-16,
1514,348,55,4,0,-27,
1515,349,27,1,0,40,
1516,349,98,2,0,22,
1517,349,93,3,0,-13,
1518,349,90,4,0,-49,
1519,350,56,1,0,33,
1520,350,83,2,0,6,
1521,350,55,3,0,-8,
1522,350,11,4,0,-31,
1523,351,4,1,0,22,
1524,351,23,2,0,11,
1525,351,46,3,0,-9,
1526,351,81,4,0,-24,
1527,352,20,1,49900,40,
1528,352,33,2,35200,15,
1529,352,5,3,11100,-19,
1530,352,9,4,3800,-36,
1531,353,21,1,0,37,
1532,353,91,2,0,13,
1533,353,80,3,0,-4,
1534,353,75,4,0,-17,
1535,353,29,5,0,-29,
1536,354,39,1,0,47,
1537,354,61,2,0,6,
1538,354,84,3,0,-9,
1539,354,26,4,0,-44,
1540,355,53,1,0,29,
1541,355,86,2,0,1,
1542,355,76,3,0,-9,
1543,355,70,4,0,-21,
1544,356,83,1,0,27,
1545,356,6,2,0,15,
1546,356,9,3,0,-14,
1547,356,93,4,0,-28,
1548,357,53,1,0,30,
1549,357,84,2,0,15,
1550,357,90,3,0,-2,
1551,357,27,4,0,-43,
1552,358,70,1,0,24,
1553,358,29,2,0,8,
1554,358,61,3,0,-10,
1555,358,4,4,0,-22,
1556,359,31,1,0,44,
1557,359,33,2,0,5,
1558,359,12,3,0,-15,
1559,359,11,4,0,-34,
1560,360,13,1,49000,39,
1561,360,86,2,33500,13,
1562,360,49,3,24800,-5,
1563,360,21,4,-7300,-47,
1564,361,39,1,0,30,
1565,361,56,2,0,16,
1566,361,55,3,0,-16,
1567,361,22,4,0,-30,
1568,362,75,1,0,40,
1569,362,98,2,0,18,
1570,362,76,3,0,-17,
1571,362,20,4,0,-41,
1572,363,83,1,47600,37,
1573,363,93,2,23000,3,
1574,363,20,3,20500,-9,
1575,363,6,4,8900,-31,
1576,364,56,1,45200,36,
1577,364,84,2,28300,8,
1578,364,23,3,28200,-2,
1579,364,46,4,-1700,-42,
1580,365,29,1,41100,31,
1581,365,61,2,37800,18,
1582,365,4,3,17700,-12,
1583,365,27,4,3400,-37,
1584,366,76,1,38200,28,
1585,366,98,2,35100,15,
1586,366,11,3,20000,-10,
1587,366,73,4,6700,-33,
1588,367,21,1,40100,30,
1589,367,55,2,32600,13,
1590,367,30,3,17000,-13,
1591,367,86,4,10300,-30,
1592,368,9,1,39300,30,
1593,368,33,2,35700,16,
1594,368,53,3,21500,-9,
1595,368,15,4,3500,-37,
1596,369,23,1,37600,27,
1597,369,29,2,35000,15,
1598,369,4,3,30700,1,
1599,369,30,4,-3300,-43,
1600,370,75,1,36600,26,
1601,370,76,2,32900,13,
1602,370,83,3,22500,-7,
1603,370,20,4,8000,-32,
1604,371,11,1,41700,32,
1605,371,33,2,23900,4,
1606,371,86,3,23000,-7,
1607,371,42,4,11400,-29,
1608,372,84,1,38900,29,
1609,372,56,2,35600,16,
1610,372,21,3,24300,-6,
1611,372,93,4,1200,-39,
1612,373,9,1,38100,28,
1613,373,39,2,27100,7,
1614,373,45,3,18100,-12,
1615,373,76,4,16700,-23,
1616,374,75,1,36500,26,
1617,374,53,2,32900,13,
1618,374,83,3,22500,-7,
1619,374,20,4,8100,-32,
1620,375,61,1,61100,50,
1621,375,98,2,22800,3,
1622,375,11,3,17600,-12,
1623,375,83,4,-1500,-41,
1624,376,45,1,45800,36,
1625,376,29,2,37200,17,
1626,376,20,3,12700,-17,
1627,376,46,4,4300,-36,
1628,377,52,1,43400,34,
1629,377,53,2,26300,6,
1630,377,76,3,19000,-11,
1631,377,93,4,11300,-29,
1632,378,90,1,42700,33,
1633,378,55,2,28500,9,
1634,378,86,3,19300,-11,
1635,378,75,4,9500,-31,
1636,379,21,1,53700,43,
1637,379,9,2,22700,3,
1638,379,81,3,12800,-17,
1639,379,42,4,10800,-29,
1640,380,70,1,34000,23,
1641,380,13,2,33600,14,
1642,380,4,3,32500,3,
1643,380,30,4,-100,-40,
1644,381,61,1,32500,27,
1645,381,42,2,31800,17,
1646,381,75,3,28700,4,
1647,381,30,4,19400,-16,
1648,381,9,5,12600,-32,
1649,382,83,1,30100,21,
1650,382,70,2,29200,9,
1651,382,19,3,28300,-2,
1652,382,29,4,12400,-28,
1653,383,13,1,52100,42,
1654,383,4,2,26800,7,
1655,383,46,3,12200,-18,
1656,383,52,4,8900,-31,
1657,384,21,1,43000,33,
1658,384,23,2,40400,20,
1659,384,81,3,17000,-13,
1660,384,55,4,-400,-40,
1661,385,12,1,73100,63,
1662,385,76,2,20600,1,
1663,385,11,3,3300,-27,
1664,385,86,4,3000,-37,
1665,386,33,1,45000,40,
1666,386,56,2,39400,24,
1667,386,39,3,35700,11,
1668,386,93,4,11900,-23,
1669,386,53,5,-7000,-52,
1670,387,75,1,45900,37,
1671,387,61,2,19500,-1,
1672,387,33,3,19200,-11,
1673,387,70,4,15400,-25,
1674,388,77,1,50000,45,
1675,388,9,2,34700,20,
1676,388,93,3,23500,-2,
1677,388,4,4,14100,-21,
1678,388,11,5,2700,-42,
1679,389,86,1,50900,47,
1680,389,20,2,48200,33,
1681,389,45,3,30100,5,
1682,389,21,4,10400,-25,
1683,389,2,5,-14600,-60,
1684,390,76,1,52300,42,
1685,390,52,2,46700,27,
1686,390,42,3,600,-29,
1687,390,46,4,400,-40,
1688,391,29,1,39300,29,
1689,391,53,2,21700,2,
1690,391,81,3,21200,-9,
1691,391,30,4,17800,-22,
1692,392,39,1,51200,47,
1693,392,52,2,42200,27,
1694,392,55,3,24400,-1,
1695,392,21,4,9800,-25,
1696,392,75,5,-2600,-48,
1697,393,98,1,35900,25,
1698,393,11,2,34600,15,
1699,393,9,3,31800,2,
1700,393,33,4,-2300,-42,
1701,394,4,1,71800,62,
1702,394,20,2,14300,-6,
1703,394,83,3,14100,-16,
1704,394,30,4,-200,-40,
1705,395,76,1,42000,32,
1706,395,61,2,33000,13,
1707,395,84,3,26400,-4,
1708,395,29,4,-1400,-41,
1709,396,31,1,33700,24,
1710,396,23,2,26800,7,
1711,396,70,3,23400,-7,
1712,396,53,4,16100,-24,
1713,397,11,1,41000,36,
1714,397,29,2,36900,22,
1715,397,33,3,28700,4,
1716,397,21,4,25300,-10,
1717,397,52,5,-6900,-52,
1718,398,56,1,50300,41,
1719,398,13,2,18200,-2,
1720,398,76,3,17100,-13,
1721,398,20,4,14400,-26,
1722,399,98,1,47900,43,
1723,399,42,2,34900,20,
1724,399,9,3,16800,-8,
1725,399,30,4,14100,-21,
1726,399,70,5,11300,-34,
1727,400,53,1,44600,35,
1728,400,84,2,32700,13,
1729,400,45,3,13500,-17,
1730,400,75,4,9200,-31,
1731,401,75,1,43600,34,
1732,401,53,2,26200,6,
1733,401,4,3,22000,-8,
1734,401,29,4,8200,-32,
1735,402,98,1,36200,27,
1736,402,76,2,34200,14,
1737,402,33,3,33300,3,
1738,402,56,4,-3700,-44,
1739,403,9,1,30500,21,
1740,403,86,2,29100,9,
1741,403,52,3,20900,-9,
1742,403,42,4,19500,-21,
1743,404,93,1,43900,39,
1744,404,61,2,38900,24,
1745,404,11,3,20800,-4,
1746,404,55,4,15900,-19,
1747,404,84,5,5500,-40,
1748,405,4,1,46800,42,
1749,405,61,2,33300,18,
1750,405,6,3,20200,-5,
1751,405,52,4,13800,-21,
1752,405,55,5,10900,-34,
1753,406,76,1,54800,45,
1754,406,70,2,28800,9,
1755,406,53,3,27500,-3,
1756,406,77,4,-11100,-51,
1757,407,11,1,45600,36,
1758,407,42,2,30200,10,
1759,407,98,3,17800,-12,
1760,407,9,4,6400,-34,
1761,408,33,1,51500,46,
1762,408,29,2,37800,23,
1763,408,75,3,20800,-4,
1764,408,56,4,13800,-21,
1765,408,25,5,1100,-44,
1766,409,45,1,52700,43,
1767,409,84,2,24300,4,
1768,409,30,3,20800,-9,
1769,409,28,4,2200,-38,
1770,410,9,1,34800,25,
1771,410,30,2,29300,9,
1772,410,4,3,18000,-12,
1773,410,53,4,17900,-22,
1774,411,12,1,37100,27,
1775,411,75,2,29000,9,
1776,411,84,3,24800,-5,
1777,411,42,4,9100,-31,
1778,412,21,1,40500,31,
1779,412,11,2,22800,3,
1780,412,28,3,22400,-8,
1781,412,33,4,14300,-26,
1782,413,77,1,35500,30,
1783,413,52,2,33600,19,
1784,413,98,3,30700,6,
1785,413,70,4,26300,-9,
1786,413,23,5,-1100,-46,
1787,414,29,1,39600,30,
1788,414,61,2,37000,17,
